section, item,
Nuclear Radiology,Ventilation/perfusion chronic obst ructive airways disease (COPD) and airways disease,
Nuclear Radiology,Radiopharmaceuticals:  99mTc  MAA 133Xe gas and 99mTc  DTPA aerosol,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT,
Nuclear Radiology,Quantitative techniques: Regional/split (differential) lung function,
Nuclear Radiology,Typical indicat ions: COPD asthma cystic f ibrosis mucus plug and  prebullectomy evaluation,
Nuclear Radiology,Benign neoplas m/ mass/solitary  pulmonary nodule,
Nuclear Radiology,Radiopharmaceuticals:  18F  FDG,
Nuclear Radiology,Imaging techniques: PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: hamart oma granuloma and  excluding malignancy,
Nuclear Radiology,Malignant neoplasm primary,
Nuclear Radiology,Radiopharmaceuticals:  111In  pentet reotide (OctreoScan)  and  18F  FDG,
Nuclear Radiology,Imaging techniques: SPECT and/or SPECT-CT; PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: carcinoid esophageal cancer mediastinal tumor lung cancer pleural neoplasm and  lymphoma,
Nuclear Radiology,Malignant neoplasm metastatic,
Nuclear Radiology,Radiopharmaceuticals:  99mTc  HDP/ MDP; 18 F  NaF and  18F  FDG,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT; PET and  PET-CT),
Nuclear Radiology,Typical indicat ions: staging disease treat ment strategy,
Nuclear Radiology,Trauma,
Nuclear Radiology,Radiopharmaceuticals:  99mTc  HDP/M DP 99mTc  MAA 133Xe and 99mTc DTPA aerosol,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT,
Nuclear Radiology,Typical indicat ions: rib fract ures  pneumot horax  hemot horax  and  bronchopleural fistula,
Nuclear Radiology,Infection and  inflammation,
Nuclear Radiology,Radiopharmaceuticals:  67Ga citrate 111In/99mTc WBCs and 18F  FDG,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT;  PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: sarcoidosis occupational lung disease pneumonia abscess tuberculosis MAI pneumocystis  pneumonia (PCP) histoplasmosis and talc pleuritis,
Nuclear Radiology,Normal and other,
Nuclear Radiology,Radiopharmaceuticals:  all of  above,
Nuclear Radiology,Imaging techniques: all of  above,
Nuclear Radiology,Typical indicat ions: all of  above,
Nuclear Radiology,artifacts and quality control,
Nuclear Radiology,Patient issues: preparation  motion positioning and  contamination,
Nuclear Radiology,Radiopharmaceutical  issues: preparation administration technique and altered biodistribution,
Nuclear Radiology,Technical issues: instrumentation  acquisit ion and  processing and quantification (split  (differential) lung and  SUV),
Nuclear Radiology,URINARY,
Nuclear Radiology,Perfusion and function,
Nuclear Radiology,Radiopharmaceuticals:  99mTc MAG-3 99mTc DTPA,
Nuclear Radiology,Imaging techniques: planar,
Nuclear Radiology,Quantitative analysis: relative renal function renogram and glomerular filtration rate (GFR),
Nuclear Radiology,Typical indicat ions: renal dysfunction/failure  renal artery occlusion and  renal vein thrombosis,
Nuclear Radiology,Diuretic challenge,
Nuclear Radiology,Radiopharmaceuticals:  99mTc MAG-3 99mTc DTPA,
Nuclear Radiology,Imaging techniques: planar,
Nuclear Radiology,Pharmacologic protocols: diuretics (e.g. furosemide),
Nuclear Radiology,Quantitative analysis:  relative renal function and  response to diuretic challenge,
Nuclear Radiology,Typical indicat ions: obstructive vs nonobst ructive  hydronephrosis and stent function,
Nuclear Radiology,Cortical,
Nuclear Radiology,Radiopharmaceuticals:  99mTc  DMSA,
Nuclear Radiology,Imaging techniques :  planar SPECT and/or SPECT-CT,
Nuclear Radiology,Quantitative analysis: relative renal function,
Nuclear Radiology,Typical indicat ions: relative function scarring and  prenephrecto my  assessment,
Nuclear Radiology,Leak,
Nuclear Radiology,Radiopharmaceuticals:  99mTc  MAG-3 and 99mTc DTPA,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT,
Nuclear Radiology,Typical indicat ions: urinoma and  leak after transplant/other surgery/ instrume ntatio n  trauma,
Nuclear Radiology,Transplant,
Nuclear Radiology,Radiopharmaceuticals:  99mTc  MAG-3 and 99mTc DTPA,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT,
Nuclear Radiology,Quantitative analysis: renogram,
Nuclear Radiology,Typical indicat ions: acute tubular necrosis rejection drug toxicity (cyclosporine) and  late complications (obstruction infect ion infarction and  lymphocele/ urinoma),
Nuclear Radiology,Benign neoplasm,
Nuclear Radiology,Radiopharmaceuticals:  18F  FDG,
Nuclear Radiology,Imaging techniques: PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: angiomyolipoma and complex cystic mass,
Nuclear Radiology,Malignant neoplasm primary,
Nuclear Radiology,Radiopharmaceuticals:  18FFDG,
Nuclear Radiology,Imaging techniques: PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: lymphoma and  renal cell cancer,
Nuclear Radiology,Malignant neoplasm metastatic,
Nuclear Radiology,Radiopharmaceuticals:  99mTc  HDP/ MDP; 18 FNaF and  18F  FDG,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT; PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: staging disease and treat ment strategy,
Nuclear Radiology,Infection and   inflammation,
Nuclear Radiology,Radiopharmaceuticals:  99mTc  DMSA 67Ga citrate 111In/99mTc WBCs and  18 F FDG,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT;  PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: pyelonephritis and  abscess,
Nuclear Radiology,Normal and  other,
Nuclear Radiology,Radiopharmaceuticals:  all of  above,
Nuclear Radiology,Imaging techniques: all of  above,
Nuclear Radiology,Typical indicat ions: all of  above,
Nuclear Radiology,Artifacts and quality control,
Nuclear Radiology,Patient issues: preparation  motion positioning and  contamination,
Nuclear Radiology,Radiopharmaceutical  issues: preparation administration technique and altered biodistribution,
Nuclear Radiology,Technical issues: instrumentation  acquisit ion and  processing and quantification (relative renal function GFR and SUV),
Nuclear Radiology,VASCULAR,
Nuclear Radiology,Patency,
Nuclear Radiology,Radiopharmaceuticals:  99mTc pertechnet ate 99mTc  RBCs,
Nuclear Radiology,Imaging techniques: planar,
Nuclear Radiology,Typical indicat ions: preoperative evaluation  postoperative evaluation and  deep venous thrombosis,
Nuclear Radiology,Malignant neoplasm primary,
Nuclear Radiology,Radiopharmaceuticals:  18F  FDG,
Nuclear Radiology,Imaging techniques: PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: sarcoma,
Nuclear Radiology,Malignant neoplasm metastatic,
Nuclear Radiology,Radiopharmaceuticals:  99mTc sulfur colloid and  18 F FDG,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT; PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: lymphatic mapping/sentinel  lymph  node (SLN) in  melanoma staging disease and treat ment strategy,
Nuclear Radiology,Infection and  inflammation,
Nuclear Radiology,Radiopharmaceuticals:  67Ga citrate 111In/99mTc WBCs and 18F  FDG,
Nuclear Radiology,Imaging techniques: planar SPECT and/or SPECT-CT;  PET and  PET-CT,
Nuclear Radiology,Typical indicat ions: vascular graft infection catheter infection vasculitis and atherosclerosis,
Nuclear Radiology,Normal and other,
Nuclear Radiology,Radiopharmaceuticals:  all of  above,
Nuclear Radiology,Imaging techniques: all of  above,
Nuclear Radiology,Typical indicat ions: all of  above,
Nuclear Radiology,artifacts and quality control,
Nuclear Radiology,Patient Issues: preparation motion positioning and  contamination,
Nuclear Radiology,Radiopharmaceutical  issues: preparation administration technique and altered biodistribution,
Nuclear Radiology,Technical Issues: instrumentation  acquisit ion and  processing and quantification (SUV) ,
Pediatric Radiology,General Pediatric Imaging: Basic Know ledge/ Competency  w it h:,
Pediatric Radiology,National patient safety goals as they apply to pediatric imaging,
Pediatric Radiology,Contrast reactions in children (features prevention and treatment),
Pediatric Radiology,General knowledge of  practice-based imaging guidelines and  appropriateness criteria (ACR A ppropriateness Criteria and  Practice Guidelines and Technical Standards),
Pediatric Radiology,ALARA principles (e.g.  Image Gently Campaign) for modalities using ionizing radiation,
Pediatric Radiology,Age-related development  and  normal anatomy,
Pediatric Radiology,Appropriate appearance of  surgical devices and  support apparatus,
Pediatric Radiology,Communication of  urgent/emergent findings,
Pediatric Radiology,List  of  urgent/ emergent findings in  children,
Pediatric Radiology,Unique considerations for modalities:,
Pediatric Radiology,Indications,
Pediatric Radiology,General for each,
Pediatric Radiology,Ultrasound,
Pediatric Radiology,Hips (effusion congenital hip dysplasia),
Pediatric Radiology,Spine,
Pediatric Radiology,Brain,
Pediatric Radiology,Chest/mediastinum,
Pediatric Radiology,Neck,
Pediatric Radiology,Imperforate anus (level of  pouch),
Pediatric Radiology,Intussusceptions,
Pediatric Radiology,Appendicitis,
Pediatric Radiology,Pyloric stenosis,
Pediatric Radiology,Diaphragm motion (infant),
Pediatric Radiology,Intervent ional guidance,
Pediatric Radiology,CT  urography,
Pediatric Radiology,MR urography MR cholangio pancreatography  (MRCP),
Pediatric Radiology,Limitations,
Pediatric Radiology,General techniques,
Pediatric Radiology,Radiography,
Pediatric Radiology,Collimation,
Pediatric Radiology,Settings,
Pediatric Radiology,Numbers of views,
Pediatric Radiology,Fluoroscopy/angiography,
Pediatric Radiology,Pulsed fluoroscopy,
Pediatric Radiology,Other fluoroscopy settings,
Pediatric Radiology,Shielding,
Pediatric Radiology,Dose  reduction techniques,
Pediatric Radiology,Special  contrast use/considerations,
Pediatric Radiology,CT: dose  reduction techniques and contrast doses,
Pediatric Radiology,MRI: coil optimization; contrast types and dose,
Pediatric Radiology,RNI: see nuclear medicine study guide,
Pediatric Radiology,Risks,
Pediatric Radiology,Brain Head and Neck and Spine,
Pediatric Radiology,Skull,
Pediatric Radiology,Congenital,
Pediatric Radiology,Synostoses,
Pediatric Radiology,Congenital dermal sinus,
Pediatric Radiology,Dermoid/epidermoid,
Pediatric Radiology,Inflammatory,
Pediatric Radiology,Osteomyelitis,
Pediatric Radiology,Trauma,
Pediatric Radiology,Caput succedaneum,
Pediatric Radiology,Subgaleal hemorrhage,
Pediatric Radiology,Cephalohematoma,
Pediatric Radiology,Fractures (especially non-accidental injury/abuse),
Pediatric Radiology,Basic temporal bone anatomy,
Pediatric Radiology,Congenital,
Pediatric Radiology,Mondini malformation,
Pediatric Radiology,Michele malformation,
Pediatric Radiology,Inflammatory disorders,
Pediatric Radiology,Cholesteat oma,
Pediatric Radiology,Mastoiditis,
Pediatric Radiology,Variants,
Pediatric Radiology,Lückenschädel,
Pediatric Radiology,Wormian bones,
Pediatric Radiology,Parietal foramina,
Pediatric Radiology,Vertebral column,
Pediatric Radiology,Congenital,
Pediatric Radiology,Absence or hypoplasia of  odontoid,
Pediatric Radiology,Os odontoideum,
Pediatric Radiology,Segmentat ion anomalies,
Pediatric Radiology,Klippel-Feil anatomy,
Pediatric Radiology,Sprengel deformity,
Pediatric Radiology,Butterfly vertebra,
Pediatric Radiology,Spinal dysraphism,
Pediatric Radiology,Diastemat omyelia,
Pediatric Radiology,Sacral agenesis (including caudal regression syndrome),
Pediatric Radiology,Part ial absence (including Currarino t riad/ASP),
Pediatric Radiology,Inflammatory,
Pediatric Radiology,Discitis,
Pediatric Radiology,Infectious spondylitis  (tuberculosis),
Pediatric Radiology,Neoplasms,
Pediatric Radiology,Ewing sarcoma,
Pediatric Radiology,Aneurysmal bone cyst,
Pediatric Radiology,Osteoblast oma,
Pediatric Radiology,Osteoid osteoma,
Pediatric Radiology,Langerhans cell histiocytosis,
Pediatric Radiology,Metastases (including  leukemia and  lymphoma),
Pediatric Radiology,Trauma,
Pediatric Radiology,Fractures/dislocations,
Pediatric Radiology,Atlanto-dens and  atlanto-occipital injuries,
Pediatric Radiology,Spondylolysis/spondylolisthesis,
Pediatric Radiology,Insufficiency fracture (and  etiologies),
Pediatric Radiology,Miscellaneous,
Pediatric Radiology,Dysplasia/synd romes,
Pediatric Radiology,Mucopolysaccharidoses,
Pediatric Radiology,Spondylometaphyseal dysplasia,
Pediatric Radiology,Scheuermann disease,
Pediatric Radiology,Scoliosis (repair and hardware complications),
Pediatric Radiology,Brain,
Pediatric Radiology,Congenital,
Pediatric Radiology,Migrational disorders,
Pediatric Radiology,Lissencephaly,
Pediatric Radiology,Pachygyria,
Pediatric Radiology,Schizencephaly,
Pediatric Radiology,Heterotopic gray matter,
Pediatric Radiology,Polymicrogyria,
Pediatric Radiology,Holoprosencephaly,
Pediatric Radiology,Anomalies of corpus callosum,
Pediatric Radiology,Hydranencephaly,
Pediatric Radiology,Dandy-Walker malformations,
Pediatric Radiology,Chiari  malformation types I and  II,
Pediatric Radiology,Cephalocele,
Pediatric Radiology,Neurocutaneous syndromes,
Pediatric Radiology,Vein of Galen  malformation,
Pediatric Radiology,Causes of  hydrocephalus,
Pediatric Radiology,Aqueductal stenosis,
Pediatric Radiology,Syndromic,
Pediatric Radiology,Masses,
Pediatric Radiology,Inflammatory,
Pediatric Radiology,Bacterial infections,
Pediatric Radiology,Meningitis,
Pediatric Radiology,Cerebritis,
Pediatric Radiology,Abscess,
Pediatric Radiology,Tuberculosis infections,
Pediatric Radiology,Viral  infections (encephalitis),
Pediatric Radiology,TORCH infections,
Pediatric Radiology,Neoplasms,
Pediatric Radiology,Poste rior fossa,
Pediatric Radiology,Medulloblastoma,
Pediatric Radiology,Ependymoma,
Pediatric Radiology,Brainstem glioma,
Pediatric Radiology,Astrocytoma,
Pediatric Radiology,Supratentorial,
Pediatric Radiology,Pineal region tumors,
Pediatric Radiology,Craniopharyngioma,
Pediatric Radiology,Astrocytoma,
Pediatric Radiology,Oligodendroglioma,
Pediatric Radiology,Primitive neuroectodermal tumor (PNET),
Pediatric Radiology,Choroid  plexus tumors,
Pediatric Radiology,Cerebral infarction/ischemia,
Pediatric Radiology,Childhood   infarcts,
Pediatric Radiology,Arteritis,
Pediatric Radiology,Sickle cell (including moyamoya),
Pediatric Radiology,Carotid occlusion,
Pediatric Radiology,Venous sinus thrombosis,
Pediatric Radiology,Int racranial hemorrhage,
Pediatric Radiology,Neonatal hypoxic ischemic injury,
Pediatric Radiology,Vascular borderzone infarctions,
Pediatric Radiology,Multicystic encephalomalacia,
Pediatric Radiology,Trauma (including nonaccidental injuries),
Pediatric Radiology,Cerebral injury (including shearing injuries and  concussion),
Pediatric Radiology,Subdural hematoma,
Pediatric Radiology,Epidural  hematoma,
Pediatric Radiology,Subarachnoid hemorrhage,
Pediatric Radiology,Syndromic/systemic,
Pediatric Radiology,Neurocutaneous syndromes,
Pediatric Radiology,Chiari  malf ormation types I and  II,
Pediatric Radiology,Vascular,
Pediatric Radiology,Arteriovenous  malformations  congenital “aneurysms” (vein of Galen),
Pediatric Radiology,Metabolic brain  disorders,
Pediatric Radiology,Leukodystrophies,
Pediatric Radiology,Spinal cord,
Pediatric Radiology,Congenital,
Pediatric Radiology,Myelomeningocele/meningocele,
Pediatric Radiology,Lipomyelomeningocele,
Pediatric Radiology,Diastematomyelia,
Pediatric Radiology,Tethered cord,
Pediatric Radiology,Dermal sinus,
Pediatric Radiology,Intradural lipoma,
Pediatric Radiology,Hydrosyringomyelia,
Pediatric Radiology,Neurenteric cysts,
Pediatric Radiology,Tumors,
Pediatric Radiology,Neurofibroma,
Pediatric Radiology,Astrocytoma,
Pediatric Radiology,Ependymoma,
Pediatric Radiology,Metastases,
Pediatric Radiology,Neuro blasto ma  ganglioneuro blasto ma  ganglioglioma,
Pediatric Radiology,Sacrococcygeal  masses,
Pediatric Radiology,Germ cell tumors (i.e. teratoma),
Pediatric Radiology,Neuroblast oma,
Pediatric Radiology,Lymphoma,
Pediatric Radiology,Rhabdomyosarcoma,
Pediatric Radiology,Other,
Pediatric Radiology,Infections,
Pediatric Radiology,Demyelinating disorders,
Pediatric Radiology,Trauma,
Pediatric Radiology,Vascular malformations,
Pediatric Radiology,Neck,
Pediatric Radiology,Congenital,
Pediatric Radiology,Fibromatosis colli,
Pediatric Radiology,Lymphatic malformations,
Pediatric Radiology,Branchial cleft cysts,
Pediatric Radiology,Thyroglossal duct cysts,
Pediatric Radiology,Neoplasms,
Pediatric Radiology,Lymphoma,
Pediatric Radiology,Neuroblast oma,
Pediatric Radiology,Rhabdomyosarcoma,
Pediatric Radiology,Naso phary ngeal  carcinoma,
Pediatric Radiology,Hemangiomas,
Pediatric Radiology,Infectious/inflammatory,
Pediatric Radiology,Adenitis,
