section, item,,,
Ultrasound,Intrauterine device,,,
Ultrasound,Normal location,,,
Ultrasound,Displaced/extruded,,,
Ultrasound,Endometrial fluid,,,
Ultrasound,Endometrial polyp,,,
Ultrasound,Endometrial hyperplasia,,,
Ultrasound,Endometrial carcinoma,,,
Ultrasound,Endometritis,,,
Ultrasound,Myometrium,,,
Ultrasound,Fibroids,,,
Ultrasound,Leiomyosarcoma,,,
Ultrasound,Adenomyosis,,,
Ultrasound,Ovary,,,
Ultrasound,Normal  echotext ure/ echogenicity/size/shape  including physiologic variation during  phases of  menstrual cycle,,,
Ultrasound,Follicles,,,
Ultrasound,Corpus luteum,,,
Ultrasound,Hemorrhagic ovarian cyst,,,
Ultrasound,Polycystic ovarian disease,,,
Ultrasound,Ovarian  hyperstimulation syndrome,,,
Ultrasound,Masses/Cysts,,,
Ultrasound,Simple/ hemorrhagic/ ruptu red  ovarian  cyst,,,
Ultrasound,Endometrioma,,,
Ultrasound,Cystadenoma/carcinoma,,,
Ultrasound,Dermoid,,,
Ultrasound,Fibroma and other stromal tumors,,,
Ultrasound,Germ cell tumor,,,
Ultrasound,Metast asis,,,
Ultrasound,Ovarian torsion,,,
Ultrasound,Pelvic inflammatory disease,,,
Ultrasound,Tubo-ovarian abscess,,,
Ultrasound,Ovarian cancer including staging,,,
Ultrasound,Cervix,,,
Ultrasound,Normal echotexture/echogenicity,,,
Ultrasound,Stenosis,,,
Ultrasound,Polyp,,,
Ultrasound,Cancer,,,
Ultrasound,Fibroid,,,
Ultrasound,Fallopian tube,,,
Ultrasound,Hydrosalpinx,,,
Ultrasound,Pyosalpinx,,,
Ultrasound,Postoperative  changes,,,
Ultrasound,Essure devices,,,
Ultrasound,Post-hysterectomy appearance  of  pelvis,,,
Ultrasound,Free pelvic fluid,,,
Ultrasound,Peritoneal inclusion cyst,,,
Ultrasound,Saline hysterosonography,,,
Ultrasound,Obstetrics,,,
Ultrasound,First trimester,,,
Ultrasound,Normal findings of  intrauterine gestat ional sac,,,
Ultrasound,Size,,,
Ultrasound,Gestational sac growth,,,
Ultrasound,Yolk sac,,,
Ultrasound,Embryo,,,
Ultrasound,Cardiac activity including normal embryonic heart rate,,,
Ultrasound,Amnion,,,
Ultrasound,Chorion,,,
Ultrasound,Chorionic villus sampling (CVS)/Amniocentesis,,,
Ultrasound,Normal early fetal anatomy/growt h,,,
Ultrasound,Crown- rump length measurement,,,
Ultrasound,Correlat ion with  β-hCG levels and  menstrual dates,,,
Ultrasound,Multiple gestations (chorionicity and amnionicity),,,
Ultrasound,Failed early pregnancy,,,
Ultrasound,Spontaneous complete/ incomplete  abortion,,,
Ultrasound,Anembryonic gestation,,,
Ultrasound,Embryonic demise,,,
Ultrasound,Subchorionic hematoma,,,
Ultrasound,Ectopic pregnancy including unusual ectopic pregnancy,,,
Ultrasound,Interstit ial,,,
Ultrasound,Cervical,,,
Ultrasound,Ovarian,,,
Ultrasound,Scar (Caesarian delivery),,,
Ultrasound,Abdominal,,,
Ultrasound,Rudimentary horn,,,
Ultrasound,Gestational trophoblastic disease,,,
Ultrasound,Nuchal translucency,,,
Ultrasound,Embryonic structural abnormalities anencephaly,,,
Ultrasound,Second and third trimester,,,
Ultrasound,Normal findings,,,
Ultrasound,Normal fetal anatomy/situs/development,,,
Ultrasound,Placenta,,,
Ultrasound,Biometry,,,
Ultrasound,Amniotic fluid volume,,,
Ultrasound,Multiple gestations,,,
Ultrasound,Common congenital anomalies,,,
Ultrasound,Recognition of fetal abnormalities that require high-risk obstetrics referral,,,
Ultrasound,Intrauterine growth retardation,,,
Ultrasound,Hydrops,,,
Ultrasound,Holoprosencephaly,,,
Ultrasound,Hydrocephalus,,,
Ultrasound,Neural tube defects,,,
Ultrasound,Multicystic dysplastic kidney,,,
Ultrasound,Hydronephrosis,,,
Ultrasound,Anencephaly,,,
Ultrasound,Chromosomal abnormalities and syndromes,,,
Ultrasound,Down syndrome,,,
Ultrasound,Turner syndrome,,,
Ultrasound,Hydrops,,,
Ultrasound,Congenital infections,,,
Ultrasound,Chest masses,,,
Ultrasound,Cardiac  malformations and  arrhythmias,,,
Ultrasound,Diaphragmatic  hernia,,,
Ultrasound,Abdominal wall defects,,,
Ultrasound,Abdominal masses,,,
Ultrasound,Gast roint esti nal tract obstruction/ abnormalities,,,
Ultrasound,Ascites,,,
Ultrasound,Skeletal dysplasias,,,
Ultrasound,Cleft lip/palate,,,
Ultrasound,Complications of twin pregnancy,,,
Ultrasound,Hydranencephaly,,,
Ultrasound,Borderline findings,,,
Ultrasound,Nuchal thickening,,,
Ultrasound,Choroid  plexus cyst,,,
Ultrasound,Echogenic cardiac focus,,,
Ultrasound,Echogenic bowel,,,
Ultrasound,Borderline hydrocephalus,,,
Ultrasound,Oligohydramnios,,,
Ultrasound,Spontaneous premature rupture of  membranes,,,
Ultrasound,Renal disease,,,
Ultrasound,Fetal death,,,
Ultrasound,Intrauterine growth retardation,,,
Ultrasound,Infection,,,
Ultrasound,Polyhydramnios,,,
Ultrasound,Placenta,,,
Ultrasound,Placenta previa,,,
Ultrasound,Vasa  previa,,,
Ultrasound,Abruption,,,
Ultrasound,Percreta- increta- and  accreta,,,
Ultrasound,Placental masses,,,
Ultrasound,Succenturiate  placenta,,,
Ultrasound,Cervical appearance  and  length cervical incompetence,,,
Ultrasound,Umbilical cord,,,
Ultrasound,Two-vessel umbilical cord,,,
Ultrasound,Cord  masses,,,
Ultrasound,Placental  cord  insertion  site,,,
Ultrasound,Velamentous  cord insert ion,,,
Ultrasound,Cord  prolapse,,,
Ultrasound,Umbilical cord Doppler,,,
Ultrasound,Fetal cranial Doppler,,,
Ultrasound,Biophysical profile,,,
Ultrasound,Guidance for amniocentesis,,,
Ultrasound,Retained products of conception,,,
Ultrasound,Thyroid/neck,,,
Ultrasound,Thyroid,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Hashimoto thyroiditis,,,
Ultrasound,Graves disease,,,
Ultrasound,Subacute thyroiditis,,,
Ultrasound,Characterization of thyroid nodules,,,
Ultrasound,Benign  nodules,,,
Ultrasound,Colloid cysts,,,
Ultrasound,Cysts,,,
Ultrasound,Malignant nodules,,,
Ultrasound,Papillary carcinoma,,,
Ultrasound,Follicular  neoplasm,,,
Ultrasound,Medullary carcinoma,,,
Ultrasound,Anaplastic carcinoma,,,
Ultrasound,Lymphoma,,,
Ultrasound,Metastasis,,,
Ultrasound,Non-specific nodules,,,
Ultrasound,Multinodular goiter,,,
Ultrasound,National consensus guidelines for performing fine-needle aspiration (FNA),,,
Ultrasound,Post-thyroidectomy  neck surveillance for recurrence of papillary thyroid cancer – role of  ultrasound,,,
Ultrasound,Central versus lateral neck levels,,,
Ultrasound,Parathyroid,,,
Ultrasound,Normal,,,
Ultrasound,Adenoma,,,
Ultrasound,Carcinoma,,,
Ultrasound,Hyperplasia,,,
Ultrasound,Congenital cysts,,,
Ultrasound,Branchial cleft cyst,,,
Ultrasound,Thyroglossal duct cyst,,,
Ultrasound,Lymph nodes,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Benign reactive,,,
Ultrasound,Metastasis (including surveillance for papillary thyroid cancer),,,
Ultrasound,Lymphoma,,,
Ultrasound,Salivary glands,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Benign and  malignant neoplasms,,,
Ultrasound,Pleomorphic adenoma,,,
Ultrasound,Wart hin tumor,,,
Ultrasound,Adenoid cystic carcinoma,,,
Ultrasound,Mucoepidermoid carcinoma,,,
Ultrasound,Infection,,,
Ultrasound,Inflammation,,,
Ultrasound,Stones,,,
Ultrasound,Chest,,,
Ultrasound,Normal anatomy,,,
Ultrasound,Pleural effusion,,,
Ultrasound,Atelectasis,,,
Ultrasound,Pneumonia,,,
Ultrasound,Lung cancer,,,
Ultrasound,Lung metastasis,,,
Ultrasound,Pleural metast asis,,,
Ultrasound,Adenopathy,,,
Ultrasound,Mediastinal and axillary,,,
Ultrasound,Metastasis,,,
Ultrasound,Lymphoma,,,
Ultrasound,Reactive,,,
Ultrasound,Mediastinal tumors,,,
Ultrasound,Chest wall,,,
Ultrasound,Hematoma,,,
Ultrasound,Abscess,,,
Ultrasound,Primary tumor,,,
Ultrasound,Metastasis,,,
Ultrasound,Lymphoma,,,
Ultrasound,Lipoma,,,
Ultrasound,Vascular/ Doppler,,,
Ultrasound,Aorta and  mesenteric branches,,,
Ultrasound,Normal  size/measurements/appearance/ Doppler  waveform,,,
Ultrasound,Normal variants,,,
Ultrasound,Aneurysm,,,
Ultrasound,Dissection,,,
Ultrasound,Thrombosis,,,
Ultrasound,Status post  stent graft placement including endoleak,,,
Ultrasound,Status post  surgery,,,
Ultrasound,Coarctation,,,
Ultrasound,Stenosis ,,,
Ultrasound,Mesenteric ischemia,,,
Ultrasound,Mesenteric aneurysms,,,
Ultrasound,Pseudoaneurysms ,,,
Ultrasound,Mesenteric venous thrombosis,,,
Ultrasound,Spleen,,,
Ultrasound,Normal artery and vein size/appearance/Doppler  waveform,,,
Ultrasound,Normal variants,,,
Ultrasound,Artery,,,
Ultrasound,Thrombosis,,,
Ultrasound,Aneurysm,,,
Ultrasound,Vein,,,
Ultrasound,Thrombosis,,,
Ultrasound,Infarction,,,
Ultrasound,Lower and  upper extremity arterial,,,
Ultrasound,Normal appearance and  Doppler waveforms,,,
Ultrasound,Stenosis,,,
Ultrasound,Occlusion/thrombosis,,,
Ultrasound,Post catheterization complications,,,
Ultrasound,Pseudoaneurysm/Arteriovenous fistula/dissection/hematoma,,,
Ultrasound,Arterial bypass graft,,,
Ultrasound,Normal and abnormal,,,
Ultrasound,Peripheral vascular aneurysm,,,
Ultrasound,Renal artery,,,
Ultrasound,Normal appearance and  Doppler waveform,,,
Ultrasound,Stenosis,,,
Ultrasound,Occlusion,,,
Ultrasound,Bypass grafts,,,
Ultrasound,Stent/Angioplasty,,,
Ultrasound,Aneurysm,,,
Ultrasound,Art eriovenous fistula/ malformation,,,
Ultrasound,Fibromuscular dysplasia,,,
Ultrasound,Infarction,,,
Ultrasound,Renal vein,,,
Ultrasound,Normal appearance and  Doppler waveform,,,
Ultrasound,Thrombosis (bland  and tumor),,,
Ultrasound,Art eriovenous fistula/ malformation,,,
Ultrasound,Carotid artery,,,
Ultrasound,Normal appearance and  Doppler waveforms,,,
Ultrasound,Atherosclerotic plaque/ Fibrointimal  thickening,,,
Ultrasound,Stenosis,,,
Ultrasound,Occlusion,,,
Ultrasound,Waveform analysis,,,
Ultrasound,Dissection,,,
Ultrasound,Art eriovenous fistula,,,
Ultrasound,Aneurysm,,,
Ultrasound,Pseudoaneurysm (10)Status post  carotid endarterectomy and stent,,,
Ultrasound,Normal,,,
Ultrasound,Restenosis,,,
Ultrasound,Complications,,,
Ultrasound,Vertebral artery,,,
Ultrasound,Normal appearance and  Doppler waveforms,,,
Ultrasound,Normal variants,,,
Ultrasound,Stenosis/Occlusion (proximal or distal),,,
Ultrasound,Subclavian steal syndrome,,,
Ultrasound,Partial subclavian steal,,,
Ultrasound,Hemodialysis graft/fistula,,,
Ultrasound,Normal appearance and  Doppler waveforms,,,
Ultrasound,Stenosis,,,
Ultrasound,Occlusion (including outf low),,,
Ultrasound,Lack of  maturation,,,
Ultrasound,Fluid collect ions,,,
Ultrasound,Pseudoaneurysms,,,
Ultrasound,Steal,,,
Ultrasound,Inferior vena cava,,,
Ultrasound,Normal appearance and  Doppler waveform,,,
Ultrasound,Thrombosis (bland  and tumor),,,
Ultrasound,Filter,,,
Ultrasound,Masses,,,
Ultrasound,Lower and  upper extremity ve nous,,,
Ultrasound,Normal appearance and  Doppler waveform,,,
Ultrasound,Deep vein thrombosis,,,
Ultrasound,Art eriovenous fistula,,,
Ultrasound,Tricuspid  regurgitation  rightheart failure,,,
Ultrasound,Chronic venous insufficiency,,,
Ultrasound,Pre-arterial bypass graft/dialysis access vein mapping,,,
Ultrasound,Nonvascular causes of  leg pain and  swelling,,,
Ultrasound,Hepatic vasculature (native),,,
Ultrasound,Normal hepatic artery  portal vein and  hepatic vein size/appearance/Doppler waveform,,,
Ultrasound,Normal variants,,,
Ultrasound,Portal vein,,,
Ultrasound,Bland t hrombosis,,,
Ultrasound,Tumor thrombus,,,
Ultrasound,Cavernous transformation,,,
Ultrasound,Para umbilical vein,,,
Ultrasound,Varices,,,
Ultrasound,Hepatic artery,,,
Ultrasound,Thrombosis,,,
Ultrasound,Stenosis,,,
Ultrasound,Aneurysm/Pseudoaneurysm,,,
Ultrasound,Hepatic vein,,,
Ultrasound,Bland t hrombosis,,,
Ultrasound,Tumor thrombus,,,
Ultrasound,Budd-Chiari syndrome,,,
Ultrasound,Stenosis,,,
Ultrasound,Infarction,,,
Ultrasound,Hemodynamics of  cirrhosis portal hypertension and varices,,,
Ultrasound,TIPS evaluation,,,
Ultrasound,Normal appearance and  Doppler waveforms,,,
Ultrasound,Stenosis,,,
Ultrasound,Occlusion,,,
Ultrasound,Complications,,,
Ultrasound,Renal transplant,,,
Ultrasound,Normal appearance and  Doppler arterial and venous waveforms,,,
Ultrasound,Causes of elevation of  arterial resistive index,,,
Ultrasound,Rejection,,,
Ultrasound,Acute t ubular necrosis,,,
Ultrasound,Page kidney,,,
Ultrasound,Hydronephrosis,,,
Ultrasound,Pyelonephritis,,,
Ultrasound,Renal vein thrombosis,,,
Ultrasound,Renal infarction,,,
Ultrasound,Post-biopsy complications,,,
Ultrasound,Hematoma,,,
Ultrasound,Pseudoaneurysm,,,
Ultrasound,Art eriovenous fistula,,,
Ultrasound,Renal arterial stenosis/t hrombosis,,,
Ultrasound,Renal vein stenosis/thrombosis,,,
Ultrasound,Peritransplant fluid collections,,,
Ultrasound,Post-transplant lympho pro liferative  disorder/ masses,,,
Ultrasound,Pyelonephritis,,,
Ultrasound,Clot/pus in the collecting system,,,
Ultrasound,Liver transplants,,,
Ultrasound,Normal appearance and  Doppler arterial and venous waveforms,,,
Ultrasound,Hepatic artery stenosis/t hrombosis,,,
Ultrasound,Resistive index,,,
Ultrasound,Portal vein thrombosis/stenosis,,,
Ultrasound,Hepatic vein thrombosis/stenosis,,,
Ultrasound,Post-biopsy complications,,,
Ultrasound,Hematoma,,,
Ultrasound,Pseudoaneurysm,,,
Ultrasound,Art eriovenous fistula,,,
Ultrasound,Inferior vena cava stenosis/t hrombosis,,,
Ultrasound,Intrahepat ic and  peri-hepatic fluid  collections,,,
Ultrasound,Post-transplant lympho pro liferative  disorder,,,
Ultrasound,Abnormalities of the biliary tree,,,
Ultrasound,Pancreas transplant,,,
Ultrasound,Normal appearance,,,
Ultrasound,Arterial and venous thrombosis/stenosis,,,
Ultrasound,Pancreatitis,,,
Ultrasound,Peritransplant fluid collections,,,
Ultrasound,Pseudoaneurysm,,,
Ultrasound,Scrotum,,,
Ultrasound,Testes,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Orchitis,,,
Ultrasound,Abscess,,,
Ultrasound,Cysts,,,
Ultrasound,Intratesticular,,,
Ultrasound,Tunica cyst,,,
Ultrasound,Cystic ectasia of  rete testis,,,
Ultrasound,Torsion/Detorsion,,,
Ultrasound,Microlithiasis,,,
Ultrasound,Masses,,,
Ultrasound,Germ cell tumor,,,
Ultrasound,Lymphoma,,,
Ultrasound,Metast asis,,,
Ultrasound,Stromal tumor,,,
Ultrasound,Epidermoid cyst,,,
Ultrasound,Infarct/ hematoma,,,
Ultrasound,Focal atrophy/fibrosis,,,
Ultrasound,Sarcoidosis,,,
Ultrasound,Tuberculosis,,,
Ultrasound,Trauma,,,
Ultrasound,Nondescended testis,,,
Ultrasound,Epididymis,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Epididymitis,,,
Ultrasound,Spermatocele/cyst,,,
Ultrasound,Adenomat oid tumor,,,
Ultrasound,Other,,,
Ultrasound,Hydrocele,,,
Ultrasound,Pyocele,,,
Ultrasound,Fournier gangrene,,,
Ultrasound,Scrotal edema,,,
Ultrasound,Hematocele,,,
Ultrasound,Varicocele,,,
Ultrasound,Hernia,,,
Ultrasound,Nondescended testis,,,
Ultrasound,Pediatrics,,,
Ultrasound,Normal anatomy,,,
Ultrasound,Abdomen,,,
Ultrasound,Kidney,,,
Ultrasound,Brain,,,
Ultrasound,Neck,,,
Ultrasound,Brain,,,
Ultrasound,Int racranial  hemorrhage and  complicat ions,,,
Ultrasound,Perivent ricular leukomalacia,,,
Ultrasound,Hydrocephalus,,,
Ultrasound,Shunt evaluation,,,
Ultrasound,Congenital  brain  malformations,,,
Ultrasound,Agenesis  of corpus  callosum,,,
Ultrasound,Vein of Galen aneurysm,,,
Ultrasound,Dandy-Walker malformation,,,
Ultrasound,Aqueductal stenosis,,,
Ultrasound,Neonatal spine,,,
Ultrasound,Tethered cord,,,
Ultrasound,Intraspinal mass,,,
Ultrasound,Kidneys,,,
Ultrasound,Hydronephrosis,,,
Ultrasound,Stones,,,
Ultrasound,Hydroureters,,,
Ultrasound,Anomalies of  position and fusion,,,
Ultrasound,Renal scarring,,,
Ultrasound,Masses,,,
Ultrasound,Cystic disease,,,
Ultrasound,Adrenal,,,
Ultrasound,Hemorrhage,,,
Ultrasound,Masses (neuroblastoma),,,
Ultrasound,Liver,,,
Ultrasound,Cirrhosis,,,
Ultrasound,Choledochal cysts,,,
Ultrasound,Masses,,,
Ultrasound,Hepatitis/ biliary atresia,,,
Ultrasound,Gallbladder,,,
Ultrasound,Gallstones,,,
Ultrasound,Biliary stones,,,
Ultrasound,Hydrops,,,
Ultrasound,acute pancreatitis,,,
Ultrasound,Spleen,,,
Ultrasound,Polysplenia,,,
Ultrasound,Asplenia,,,
Ultrasound,Congenital dislocation,,,
Ultrasound,Effusion,,,
Ultrasound,Alimentary tract,,,
Ultrasound,Intussusception,,,
Ultrasound,Acute appendicitis,,,
Ultrasound,Hypertrophic  pyloric stenosis,,,
Ultrasound,Torsion,,,
Ultrasound,Epididymitis,,,
Ultrasound,Orchitis,,,
Ultrasound,Masses,,,
Ultrasound,Undescended testis,,,
Ultrasound,Solid  masses,,,
Ultrasound,cystic masses,,,
Ultrasound,Ovarian torsion,,,
Ultrasound,Imperforate  hymen,,,
Ultrasound,Uterine anomalies,,,
Ultrasound,Neck masses,,,
Ultrasound,Deep vein thrombosis of  upper and  lower extremities,,,
Ultrasound,Hepatic and  renal organ transplants,,,
Ultrasound,Normal anatomy,,,
Ultrasound,Tendon,,,
Ultrasound,Muscle,,,
Ultrasound,Ligament,,,
Ultrasound,Cartilage,,,
Ultrasound,Bone,,,
Ultrasound,Nerve,,,
Ultrasound,Tendon,,,
Ultrasound,Tear (partial and full thickness),,,
Ultrasound,Tendinopathy/tendinosis,,,
Ultrasound,Tenosynovitis,,,
Ultrasound,Muscle,,,
Ultrasound,Tear,,,
Ultrasound,Hematoma,,,
Ultrasound,Abscess,,,
Ultrasound,Neoplasm,,,
Ultrasound,Nerve,,,
Ultrasound,Compression syndromes,,,
Ultrasound,Neuroma,,,
Ultrasound,Tumor,,,
Ultrasound,Bone,,,
Ultrasound,Fracture,,,
Ultrasound,Tumor,,,
Ultrasound,Osteomyelitis,,,
Ultrasound,Ligaments,,,
Ultrasound,Plantar  fasciitis,,,
Ultrasound,Plantar  fibroma,,,
Ultrasound,Pulley rupture,,,
Ultrasound,Soft tissues/joints,,,
Ultrasound,Baker cyst,,,
Ultrasound,Ganglion cyst,,,
Ultrasound,Lipoma,,,
Ultrasound,Foreign body,,,
Ultrasound,Hematoma,,,
Ultrasound,Cellulitis abscess,,,
Ultrasound,Necrotizing fasciitis (soft tissue gas),,,
Ultrasound,Joint effusion,,,
Ultrasound,Synovitis,,,
Ultrasound,Primary neoplasm,,,
Ultrasound,Metastasis,,,
Ultrasound,Lymphoma,,,
Ultrasound,Breast,,,
Ultrasound,Breast cyst,,,
Ultrasound,solid breast mass,,,
Ultrasound,Mastitis/abscess,,,
Ultrasound,Characterizatio n  of  cysts,,,
Ultrasound,Lymph node characterization,,,
Ultrasound,Axillary,,,
Ultrasound,Supraclavicular,,,
Ultrasound,Intramammary,,,
Ultrasound,Characterization  of  solid  masses,,,
Ultrasound,Benign versus malignant,,,
Ultrasound,Cyst,,,
Ultrasound,Fibroadenoma,,,
Ultrasound,Hamartoma,,,
Ultrasound,Abscess,,,
Ultrasound,Hematoma,,,
Ultrasound,Phyllodes tumor,,,
Ultrasound,Ductal/ lobular carcinoma,,,
Ultrasound,Carcinoma in situ,,,
Ultrasound,Metastasis,,,
Ultrasound,Lymphoma,,,
Ultrasound,Inflammatory carcinoma,,,
Ultrasound,Architectural distortion,,,
Ultrasound,Intraductal masses/abnormalities  galactocele,,,
Ultrasound,Screening,,,
Ultrasound,Multifocal malignancy,,,
Ultrasound,multicentric  malignancy,,,
Ultrasound,Elastography,,,
Ultrasound,Role  of  IV cont rast,,,
Ultrasound,Interventional,,,
Ultrasound,Pre-procedural evaluation,,,
Ultrasound,Coagulation  laboratory studies,,,
Ultrasound,Anticoagulation medication,,,
Ultrasound,Strat ification of  risk for percutaneous procedures,,,
Ultrasound,Informed consent,,,
Ultrasound,Sterile technique,,,
Ultrasound,Ultrasound-guided  paracentesis ,,,
Ultrasound,Ultrasound-guided  thoracentesis ,,,
Ultrasound,Aspiration of fluid collections cysts ,,,
Ultrasound,Biopsy of soft tissue masses,,,
Ultrasound,liver mass,,,
Ultrasound,Renal mass,,,
Ultrasound,Thyroid/ parathyroid  mass,,,
Ultrasound,Lymphadenopathy,,,
Ultrasound,Random core liver biopsy,,,
Ultrasound,Random core renal biopsy,,,
Ultrasound,pleural catheter placement,,,
Ultrasound,peritoneal catheter placement,,,
Ultrasound,ultrasound-guided compression repair,,,
Ultrasound,thrombin injection,,,
Urinary Imaging,Malignant tumors,,,
Urinary Imaging,Primary,,,
Urinary Imaging,Secondary,,,
Urinary Imaging,Benign tumors,,,
Urinary Imaging,Endocrine tumors,,,
Urinary Imaging,Cystic disease,,,
Urinary Imaging,Complicated cysts,,,
Urinary Imaging,Granulomatous diseases,,,
Urinary Imaging,Infection/inflammation,,,
Urinary Imaging,Hemorrhage,,,
Urinary Imaging,Infarction and  ischemia,,,
Urinary Imaging,Trauma/iatrogenic,,,
Urinary Imaging,Congenital anomalies,,,
Urinary Imaging,Medical renal disease,,,
Urinary Imaging,Inherited diseases involving the kidneys (including transplantation),,,
Urinary Imaging,transplant,,,
Urinary Imaging,Ureter,,,
Urinary Imaging,Malignant tumors,,,
Urinary Imaging,Benign tumors,,,
Urinary Imaging,Infection/inflammation,,,
Urinary Imaging,Hemorrhage,,,
Urinary Imaging,Trauma/iatrogenic,,,
Urinary Imaging,Congenital anomalies,,,
Urinary Imaging,Stricture,,,
Urinary Imaging,Filling defects,,,
Urinary Imaging,Bladder and Neobladder,,,
Urinary Imaging,Malignant tumors,,,
Urinary Imaging,Benign tumors,,,
Urinary Imaging,Infection/inflammation,,,
Urinary Imaging,Hemorrhage,,,
Urinary Imaging,Trauma/iatrogenic,,,
Urinary Imaging,prostate hyperplasia,,,
Urinary Imaging,Infection/inflammation,,,
Urinary Imaging,Trauma/iatrogenic,,,
Urinary Imaging,Congenital anomalies,,,
Urinary Imaging,Stricture,,,
Urinary Imaging,Malignant tumors,,,
Urinary Imaging,Benign tumors,,,
Urinary Imaging,Hemorrhage,,,
Urinary Imaging,Trauma,,,
Urinary Imaging,Iatrogenic,,,
Urinary Imaging,Congenital anomalies,,,
Urinary Imaging,Aortic aneurysm,,,
Urinary Imaging,Retroperitoneal fibrosis,,,
Urinary Imaging,Pelvic  lipomatosis,,,
Urinary Imaging,Venous  anomalies,,,
Urinary Imaging,Fournier gangrene,,,
Urinary Imaging,Vascular Diseases Affecting the Genitourinary Tract,,,
Urinary Imaging,Aneurysms,,,
Urinary Imaging,Stenoses,,,
Urinary Imaging,Malformations,,,
Urinary Imaging,Fistulae,,,
Urinary Imaging,Occlusions,,,
Urinary Imaging,Congenital anomalies,,,
Urinary Imaging,Extravasation,,,
Urinary Imaging,Urolithiasis (Including Kidney Ureter Bladder),,,
Urinary Imaging,Excretory urography,,,
Urinary Imaging,Cystography,,,
Urinary Imaging,Urethrography,,,
Urinary Imaging,antegrade urethrography,,,
Urinary Imaging,retrograde urethrography,,,
Urinary Imaging,Hysterosalpingography,,,
Vascular Imaging,Normal arterial anatomy,,,
Vascular Imaging,Variant arterial anatomy,,,
Vascular Imaging,Normal venous anatomy,,,
Vascular Imaging,Variant venous anatomy,,,
Vascular Imaging,aortic aneurysm stent graft placement,,,
Vascular Imaging,Aortic aneurysm,,,
Vascular Imaging,Angioplasty,,,
Vascular Imaging,Lysis,,,
Vascular Imaging,artery stent placement ,,,
Vascular Imaging,artery thrombectomy,,,
Vascular Imaging,artery occlusions,,,
Vascular Imaging,artery stenosis,,,
Vascular Imaging,vein stent placement ,,,
Vascular Imaging,vein thrombectomy,,,
Vascular Imaging,vein occlusions,,,
Vascular Imaging,artery stenosis,,,
Vascular Imaging,bypass grafts,,,
Vascular Imaging,Congenital anomalies,,,
Vascular Imaging,Vasculitis,,,
Vascular Imaging,Neoplasia,,,
Vascular Imaging,Embolic  phenomena,,,
Vascular Imaging,Trauma – blunt and penet rating,,,
Vascular Imaging,Atherosclerosis,,,
